country,year,population,gdp,region,loss_percentage
Poland,2006,38141267.0,9035.410467,Europe & Central Asia,0.19
Poland,2007,38120560.0,11254.51739,Europe & Central Asia,0.18
Poland,2008,38125759.0,13996.02515,Europe & Central Asia,0.17
Poland,2009,38151603.0,11526.05589,Europe & Central Asia,0.17
Poland,2010,38042794.0,12613.011,Europe & Central Asia,6.18
Portugal,1993,9964675.0,9534.656364,Europe & Central Asia,1.5
Portugal,1994,9991525.0,9977.319909,Europe & Central Asia,3.14
Portugal,1995,10026176.0,11781.36185,Europe & Central Asia,2.76
Portugal,1996,10063945.0,12185.0914,Europe & Central Asia,1.85
Portugal,1997,10108977.0,11575.50711,Europe & Central Asia,2.46
Portugal,1998,10160196.0,12199.20639,Europe & Central Asia,3.08
Portugal,1999,10217828.0,12475.29177,Europe & Central Asia,1.8
Portugal,2000,10289898.0,11526.37207,Europe & Central Asia,2.15
Portugal,2001,10362722.0,11734.76497,Europe & Central Asia,4.13
Portugal,2002,10419631.0,12936.69282,Europe & Central Asia,2.92
Portugal,2003,10458821.0,15797.78213,Europe & Central Asia,3.71
Portugal,2004,10483861.0,18064.15809,Europe & Central Asia,3.67
Portugal,2005,10503330.0,18780.12751,Europe & Central Asia,5.13
Romania,1996,22619004.0,1633.010644,Europe & Central Asia,11.72
Romania,1997,22553978.0,1577.323357,Europe & Central Asia,10.87
Romania,2004,21451748.0,3494.944517,Europe & Central Asia,0.73
Romania,2005,21319685.0,4617.929016,Europe & Central Asia,0.78
Romania,2007,20882982.0,8360.166321,Europe & Central Asia,0.32
Russian Federation,1991,148394216.0,3490.452393,Europe & Central Asia,3.99
Russian Federation,1992,148538197.0,3098.802734,Europe & Central Asia,7.82
Russian Federation,1993,148458777.0,2930.670166,Europe & Central Asia,5.01
Russian Federation,1994,148407912.0,2662.104004,Europe & Central Asia,4.68
Russian Federation,1995,148375787.0,2665.779785,Europe & Central Asia,3.94
Russian Federation,1996,148160129.0,2643.929199,Europe & Central Asia,3.98
Russian Federation,1997,147915361.0,2737.572021,Europe & Central Asia,4.2
Russian Federation,1998,147670784.0,1834.861816,Europe & Central Asia,3.97
Russian Federation,1999,147214776.0,1330.757202,Europe & Central Asia,3.4699999999999998
Russian Federation,2000,146596869.0,1771.594116,Europe & Central Asia,3.33
Russian Federation,2001,145976482.0,2100.352539,Europe & Central Asia,3.51
Russian Federation,2002,145306497.0,2377.529541,Europe & Central Asia,3.75
Russian Federation,2003,144648618.0,2975.125244,Europe & Central Asia,3.61
Russian Federation,2004,144067316.0,4102.364746,Europe & Central Asia,4.04
Russian Federation,2005,143518814.0,5323.462891,Europe & Central Asia,4.05
Russian Federation,2006,143049637.0,6920.188965,Europe & Central Asia,4.53
Russian Federation,2007,142805114.0,9101.254883,Europe & Central Asia,5.23
Russian Federation,2008,142742366.0,11635.27246,Europe & Central Asia,5.09
Russian Federation,2009,142785349.0,8562.813477,Europe & Central Asia,5.04
Russian Federation,2010,142849468.0,10674.99609,Europe & Central Asia,6.4799999999999995
Rwanda,1982,5504847.0,255.6370123,Sub-Saharan Africa,24.0
Rwanda,1991,7083928.0,269.8504233,Sub-Saharan Africa,11.0
Rwanda,1992,6702239.0,302.7386376,Sub-Saharan Africa,30.0
Rwanda,2000,7933688.0,260.6076547,Sub-Saharan Africa,68.69
Rwanda,2001,8231150.0,238.788134,Sub-Saharan Africa,68.69
Rwanda,2002,8427061.0,233.1575044,Sub-Saharan Africa,68.69
Rwanda,2003,8557160.0,249.7507031,Sub-Saharan Africa,68.69
Rwanda,2004,8680516.0,273.6446627,Sub-Saharan Africa,68.69
Rwanda,2005,8840220.0,331.7045113,Sub-Saharan Africa,68.69
Rwanda,2006,9043342.0,366.9116293,Sub-Saharan Africa,68.69
Rwanda,2007,9273759.0,438.6813363,Sub-Saharan Africa,69.49
Rwanda,2008,9524532.0,543.5680119,Sub-Saharan Africa,68.66
Rwanda,2009,9782770.0,579.7532368,Sub-Saharan Africa,601.78
Rwanda,2010,10039338.0,609.7542974,Sub-Saharan Africa,161.43
Senegal,1986,6670665.0,808.3292307,Sub-Saharan Africa,438.0
Senegal,1987,6875746.0,943.5124978,Sub-Saharan Africa,12.0
Senegal,2000,9797731.0,613.7323845,Sub-Saharan Africa,80.12
Senegal,2001,10036102.0,648.4414733,Sub-Saharan Africa,80.12
Senegal,2002,10283694.0,681.3118508,Sub-Saharan Africa,80.12
Senegal,2003,10541470.0,831.8310403,Sub-Saharan Africa,80.12
Senegal,2004,10810086.0,932.1680954,Sub-Saharan Africa,80.12
Senegal,2005,11090123.0,992.6880581,Sub-Saharan Africa,79.97
Senegal,2006,11382272.0,1027.731441,Sub-Saharan Africa,80.03999999999999
Senegal,2007,11687078.0,1197.409561,Sub-Saharan Africa,79.77
Senegal,2008,12004700.0,1403.949385,Sub-Saharan Africa,93.55
Senegal,2009,12335092.0,1308.937808,Sub-Saharan Africa,80.13
Senegal,2010,12678143.0,1271.583281,Sub-Saharan Africa,80.19
Serbia,2008,7350222.0,7101.040141,Europe & Central Asia,5.0
Serbia,2009,7320807.0,6169.114195,Europe & Central Asia,5.0
Sierra Leone,1982,3540164.0,365.9044852,Sub-Saharan Africa,10.0
Sierra Leone,2000,4584570.0,138.6987225,Sub-Saharan Africa,36.01
Sierra Leone,2001,4754069.0,229.3756595,Sub-Saharan Africa,50.6
Sierra Leone,2002,4965770.0,252.396007,Sub-Saharan Africa,47.31
Sierra Leone,2003,5201074.0,266.4469054,Sub-Saharan Africa,36.2
Sierra Leone,2004,5433995.0,266.5693713,Sub-Saharan Africa,36.21
Sierra Leone,2005,5645629.0,292.3490663,Sub-Saharan Africa,36.21
Sierra Leone,2006,5829240.0,323.3890184,Sub-Saharan Africa,39.17
Sierra Leone,2007,5989641.0,360.3716605,Sub-Saharan Africa,41.1
Sierra Leone,2008,6133599.0,408.4810085,Sub-Saharan Africa,38.52
Sierra Leone,2009,6272735.0,391.200943,Sub-Saharan Africa,38.13
Sierra Leone,2010,6415636.0,401.8348761,Sub-Saharan Africa,107.11
South Africa,2000,44967713.0,3374.718423,Sub-Saharan Africa,40.42
South Africa,2001,45571272.0,2971.819769,Sub-Saharan Africa,40.53
South Africa,2002,46150913.0,2797.087291,Sub-Saharan Africa,40.24
South Africa,2003,46719203.0,4217.11478,Sub-Saharan Africa,40.160000000000004
South Africa,2004,47291610.0,5409.133489,Sub-Saharan Africa,40.17
South Africa,2005,47880595.0,6033.101491,Sub-Saharan Africa,40.12
South Africa,2006,48489464.0,6266.533987,Sub-Saharan Africa,40.27
South Africa,2007,49119766.0,6780.884555,Sub-Saharan Africa,51.86
South Africa,2008,49779472.0,6350.65271,Sub-Saharan Africa,56.68
South Africa,2009,50477013.0,6532.736968,Sub-Saharan Africa,64.9
South Africa,2010,51216967.0,8148.961202,Sub-Saharan Africa,48.190000000000005
South Sudan,2008,8736932.0,1669.493752,Sub-Saharan Africa,21.46
South Sudan,2009,9142258.0,1337.882231,Sub-Saharan Africa,21.46
South Sudan,2010,9508372.0,1535.706892,Sub-Saharan Africa,21.46
Spain,1991,38966376.0,14811.90282,Europe & Central Asia,15.89
Spain,1992,39157685.0,16112.18892,Europe & Central Asia,16.08
Spain,1993,39361262.0,13339.90856,Europe & Central Asia,12.15
Spain,1994,39549108.0,13415.287,Europe & Central Asia,12.34
Spain,1995,39724050.0,15471.96272,Europe & Central Asia,6.66
Spain,1996,39889852.0,16109.0844,Europe & Central Asia,6.48
Spain,1997,40057389.0,14730.79718,Europe & Central Asia,11.98
Spain,1998,40223509.0,15394.35146,Europe & Central Asia,7.42
Spain,1999,40386875.0,15720.6405,Europe & Central Asia,7.49
Spain,2000,40567864.0,14749.68742,Europe & Central Asia,0.83
Sri Lanka,1991,17535732.0,513.2584475,South Asia,13.98
Sri Lanka,1992,17736827.0,547.0545344,South Asia,21.25
Sri Lanka,1993,17924827.0,576.7798839,South Asia,23.78
Sri Lanka,1994,18094474.0,647.5791564,South Asia,25.68
Sri Lanka,1995,18242917.0,714.2332315,South Asia,20.53
Sri Lanka,1996,18367290.0,756.6569905,South Asia,23.669999999999998
Sri Lanka,1997,18470897.0,817.0644817,South Asia,23.439999999999998
Sri Lanka,1998,18564595.0,850.8116039,South Asia,21.35
Sri Lanka,1999,18663293.0,838.8834628,South Asia,22.57
Sri Lanka,2000,18777606.0,869.696285,South Asia,21.85
Sri Lanka,2001,18911727.0,832.8035723,South Asia,21.89
Sri Lanka,2002,19062476.0,867.4914868,South Asia,750.02
Sri Lanka,2003,19224036.0,982.195697,South Asia,21.61
Sri Lanka,2004,19387153.0,1065.784437,South Asia,22.28
Sri Lanka,2006,19695977.0,1435.816813,South Asia,17.77
Sri Lanka,2007,19842044.0,1630.388906,South Asia,17.39
Sri Lanka,2008,19983984.0,2037.322103,South Asia,24.73
Sri Lanka,2009,20123508.0,2090.401826,South Asia,18.42
Sri Lanka,2010,20261738.0,2799.648738,South Asia,17.560000000000002
Sudan,1982,15562129.0,408.4165649,Sub-Saharan Africa,84.0
Sudan,2000,27275019.0,366.1727295,Sub-Saharan Africa,35.45
Sudan,2001,27971077.0,456.6242371,Sub-Saharan Africa,35.45
Sudan,2002,28704786.0,512.4412842,Sub-Saharan Africa,35.45
Sudan,2003,29460517.0,586.7532349,Sub-Saharan Africa,35.449999999999996
Sudan,2004,30214189.0,711.9219971,Sub-Saharan Africa,35.45
Sudan,2005,30949514.0,914.1665039,Sub-Saharan Africa,35.45
Sudan,2006,31661824.0,1143.932251,Sub-Saharan Africa,35.45
Sudan,2007,32360619.0,1461.315918,Sub-Saharan Africa,35.45
Sudan,2008,33060844.0,1551.085815,Sub-Saharan Africa,35.45
Sudan,2009,33783779.0,1358.527222,Sub-Saharan Africa,35.45
Sudan,2010,34545014.0,1683.211914,Sub-Saharan Africa,35.45
Sweden,1991,8617375.0,31822.80385,Europe & Central Asia,27.98
Sweden,1992,8668067.0,32800.98269,Europe & Central Asia,10.690000000000001
Sweden,1995,8826939.0,30282.96392,Europe & Central Asia,29.22
Sweden,1996,8840998.0,32998.96816,Europe & Central Asia,31.79
Sweden,1997,8846062.0,30312.4876,Europe & Central Asia,29.759999999999998
Sweden,1998,8850974.0,30596.5272,Europe & Central Asia,28.94
Sweden,1999,8857874.0,30941.07936,Europe & Central Asia,18.16
Switzerland,1991,6799978.0,39577.74875,Europe & Central Asia,18.97
Switzerland,1992,6875364.0,40747.92546,Europe & Central Asia,23.18
Switzerland,1993,6938265.0,39270.11413,Europe & Central Asia,25.03
Switzerland,1994,6993795.0,43128.01411,Europe & Central Asia,24.83
Switzerland,1995,7040687.0,50155.97413,Europe & Central Asia,24.12
Switzerland,1996,7071850.0,48144.57913,Europe & Central Asia,14.2
Switzerland,1997,7088906.0,41631.43886,Europe & Central Asia,13.88
Switzerland,1998,7110001.0,42740.12818,Europe & Central Asia,10.15
Switzerland,1999,7143991.0,41786.23414,Europe & Central Asia,14.41
Switzerland,2000,7184250.0,38952.0342,Europe & Central Asia,10.629999999999999
Switzerland,2001,7229854.0,39727.84667,Europe & Central Asia,6.54
Switzerland,2002,7284753.0,42578.76314,Europe & Central Asia,5.82
Switzerland,2003,7339001.0,49470.39713,Europe & Central Asia,7.720000000000001
Switzerland,2004,7389625.0,54878.471,Europe & Central Asia,5.38
Switzerland,2005,7437115.0,56546.78566,Europe & Central Asia,6.43
Switzerland,2006,7483934.0,59300.61722,Europe & Central Asia,6.7
Switzerland,2007,7551117.0,65359.51922,Europe & Central Asia,5.25
Switzerland,2008,7647675.0,74572.23237,Europe & Central Asia,6.18
Switzerland,2009,7743831.0,72083.1677,Europe & Central Asia,6.8100000000000005
Switzerland,2010,7824909.0,77117.12601,Europe & Central Asia,7.1000000000000005
Syrian Arab Republic,1991,12815400.0,2165.851893,Middle East & North Africa,10.0
Syrian Arab Republic,1992,13187669.0,2510.477755,Middle East & North Africa,4.99
Syrian Arab Republic,1993,13565074.0,2717.282164,Middle East & North Africa,4.99
Thailand,1994,58875275.0,2491.427836,East Asia & Pacific,20.8
Thailand,1999,62298569.0,2033.258009,East Asia & Pacific,175.2
Thailand,2007,66182064.0,3973.017172,East Asia & Pacific,23.5
Togo,1982,2915618.0,281.8105522,Sub-Saharan Africa,7.5
Togo,1986,3363040.0,315.4621221,Sub-Saharan Africa,38.95
Togo,2000,4924406.0,302.958592,Sub-Saharan Africa,74.11
Togo,2001,5062571.0,292.8231035,Sub-Saharan Africa,74.11
Togo,2002,5197040.0,328.3981073,Sub-Saharan Africa,74.11
Togo,2003,5330629.0,396.9205798,Sub-Saharan Africa,74.11
Togo,2004,5467770.0,413.3298662,Sub-Saharan Africa,74.11
Togo,2005,5611643.0,406.562366,Sub-Saharan Africa,74.11
Togo,2006,5762881.0,408.0571173,Sub-Saharan Africa,74.11
Togo,2007,5920360.0,449.7382505,Sub-Saharan Africa,74.11
Togo,2008,6083417.0,546.3503702,Sub-Saharan Africa,122.56
Togo,2009,6250840.0,540.6087126,Sub-Saharan Africa,122.53
Togo,2010,6421674.0,534.0447826,Sub-Saharan Africa,122.46000000000001
Tunisia,1992,8613855.0,1799.111582,Middle East & North Africa,15.3
Tunisia,1993,8795934.0,1660.875002,Middle East & North Africa,9.0
Tunisia,1994,8967916.0,1743.154533,Middle East & North Africa,12.5
Tunisia,1999,9613587.0,2386.589492,Middle East & North Africa,56.8
Uganda,1982,13221991.0,164.6877539,Sub-Saharan Africa,35.25
Uganda,1992,18561668.0,153.9440238,Sub-Saharan Africa,7.6000000000000005
Uganda,1996,21032817.0,287.3882907,Sub-Saharan Africa,10.1
Uganda,2000,23650159.0,261.8691416,Sub-Saharan Africa,95.63
Uganda,2001,24388974.0,239.473127,Sub-Saharan Africa,95.63
Uganda,2002,25167261.0,245.5000403,Sub-Saharan Africa,95.63
Uganda,2003,25980547.0,254.3012043,Sub-Saharan Africa,95.63
Uganda,2004,26821300.0,296.0142675,Sub-Saharan Africa,95.35
Uganda,2005,27684590.0,333.7315763,Sub-Saharan Africa,95.35
Uganda,2006,28571475.0,349.2171001,Sub-Saharan Africa,95.36
Uganda,2007,29486335.0,403.6637446,Sub-Saharan Africa,95.36
Uganda,2008,30431734.0,474.5179496,Sub-Saharan Africa,116.53
Uganda,2009,31411096.0,799.9658963,Sub-Saharan Africa,144.06
Uganda,2010,32428164.0,822.5393725,Sub-Saharan Africa,107.66
Ukraine,1992,52150400.0,1417.935547,Europe & Central Asia,2.2
Ukraine,1993,52179200.0,1257.350098,Europe & Central Asia,7.11
Ukraine,1994,51921400.0,1011.97937,Europe & Central Asia,4.86
Ukraine,1995,51512800.0,935.9761353,Europe & Central Asia,7.279999999999999
Ukraine,1996,51057800.0,872.6987305,Europe & Central Asia,5.5
Ukraine,1997,50594600.0,991.2203979,Europe & Central Asia,4.72
Ukraine,1998,50144500.0,835.2509766,Europe & Central Asia,3.71
Ukraine,1999,49674000.0,635.7644043,Europe & Central Asia,1.95
Ukraine,2000,49176500.0,658.3486328,Europe & Central Asia,1.21
Ukraine,2001,48662400.0,807.8019409,Europe & Central Asia,1.31
Ukraine,2002,48202470.0,911.9111328,Europe & Central Asia,1.23
Ukraine,2003,47812949.0,1087.785645,Europe & Central Asia,1.29
Ukraine,2004,47451626.0,1416.60376,Europe & Central Asia,1.93
Ukraine,2005,47105171.0,1894.470825,Europe & Central Asia,5.739999999999999
Ukraine,2006,46787786.0,2391.323975,Europe & Central Asia,7.13
Ukraine,2007,46509355.0,3197.934326,Europe & Central Asia,6.82
Ukraine,2008,46258189.0,4066.547852,Europe & Central Asia,5.69
Ukraine,2009,46053331.0,2639.391602,Europe & Central Asia,6.32
Ukraine,2010,45870741.0,3078.429932,Europe & Central Asia,0.07
United Kingdom,1991,57424897.0,19900.72665,Europe & Central Asia,100.69
United Kingdom,1992,57580402.0,20487.17079,Europe & Central Asia,81.7
United Kingdom,1993,57718614.0,18389.01957,Europe & Central Asia,8.37
United Kingdom,1994,57865745.0,19709.2381,Europe & Central Asia,4.13
United Kingdom,1995,58019030.0,23206.56856,Europe & Central Asia,2.6
United Kingdom,1996,58166950.0,24438.53117,Europe & Central Asia,2.43
United Kingdom,1997,58316954.0,26742.98485,Europe & Central Asia,2.46
United Kingdom,1998,58487141.0,28269.32251,Europe & Central Asia,2.19
United Kingdom,1999,58682466.0,28726.85721,Europe & Central Asia,2.24
United Kingdom,2000,58892514.0,28223.06757,Europe & Central Asia,2.01
United Kingdom,2001,59119673.0,27806.44882,Europe & Central Asia,2.09
United Kingdom,2002,59370479.0,30049.89632,Europe & Central Asia,2.05
United Kingdom,2003,59647577.0,34487.46757,Europe & Central Asia,2.05
United Kingdom,2004,59987905.0,40371.71083,Europe & Central Asia,2.08
United Kingdom,2005,60401206.0,42132.09072,Europe & Central Asia,2.18
United Kingdom,2006,60846820.0,44654.09692,Europe & Central Asia,3.15
United Kingdom,2007,61322463.0,50653.25691,Europe & Central Asia,2.92
United Kingdom,2008,61806995.0,47549.34863,Europe & Central Asia,1.21
United Kingdom,2009,62276270.0,38952.21103,Europe & Central Asia,1.34
United Kingdom,2010,62766365.0,39688.61497,Europe & Central Asia,1.16
United States,1980,227225000.0,12574.79151,North America,455.9209
United States,1981,229466000.0,13976.10539,North America,455.8909
United States,1982,231664000.0,14433.78773,North America,464.8609
United States,1983,233792000.0,15543.89372,North America,511.3007
United States,1984,235825000.0,17121.22548,North America,514.1945
United States,1985,237924000.0,18236.82773,North America,520.0985000000001
United States,1986,240133000.0,19071.22719,North America,519.0903
United States,1987,242289000.0,20038.9411,North America,574.6665
United States,1988,244499000.0,21417.01193,North America,571.3785
United States,1989,246819000.0,22857.15443,North America,578.1757
United States,1990,249623000.0,23888.60001,North America,535.651
United States,1991,252981000.0,24342.2589,North America,617.9198
United States,1992,256514000.0,25418.99078,North America,608.1271
United States,1993,259919000.0,26387.29373,North America,601.4118
United States,1994,263126000.0,27694.85342,North America,605.9636
United States,1995,266278000.0,28690.8757,North America,732.2782
United States,1996,269394000.0,29967.71272,North America,606.7203
United States,1997,272657000.0,31459.13898,North America,653.3495
United States,1998,275854000.0,32853.67695,North America,651.4753000000001
United States,1999,279040000.0,34515.39023,North America,650.7882
United States,2000,282162411.0,36329.95607,North America,646.3163
United States,2001,284968955.0,37133.62311,North America,645.7179
United States,2002,287625193.0,37997.75966,North America,639.003
United States,2003,290107933.0,39490.27496,North America,642.0031
United States,2004,292805298.0,41724.63163,North America,648.4844
United States,2005,295516599.0,44123.40707,North America,1383.602
United States,2006,298379912.0,46302.00088,North America,1352.616315218
United States,2007,301231207.0,48050.22378,North America,639.1131
United States,2008,304093966.0,48570.04598,North America,3230.8708
United States,2009,306771529.0,47194.94335,North America,622.9753
United States,2010,309327143.0,48650.64313,North America,636.08659102
Uruguay,1995,3224275.0,5985.116994,Latin America & Caribbean,21.7
Zambia,1982,6265869.0,637.5456904,Sub-Saharan Africa,75.0
Zambia,2000,10415942.0,345.6896207,Sub-Saharan Africa,84.49
Zambia,2001,10692197.0,382.9410352,Sub-Saharan Africa,84.24
Zambia,2002,10971704.0,382.2419633,Sub-Saharan Africa,88.03
Zambia,2003,11256740.0,435.4581994,Sub-Saharan Africa,83.69
Zambia,2004,11550641.0,538.591553,Sub-Saharan Africa,83.84
Zambia,2005,11856244.0,702.7411184,Sub-Saharan Africa,83.96
Zambia,2006,12173518.0,1047.918843,Sub-Saharan Africa,82.8
Zambia,2007,12502958.0,1124.290586,Sub-Saharan Africa,84.02
Zambia,2008,12848531.0,1394.0005,Sub-Saharan Africa,84.65
Zambia,2009,13215142.0,1159.907499,Sub-Saharan Africa,85.38
Zambia,2010,13605986.0,1489.459087,Sub-Saharan Africa,85.02
Zimbabwe,1982,7958239.0,1073.064116,Sub-Saharan Africa,47.5
Zimbabwe,2000,11881482.0,563.0575041,Sub-Saharan Africa,47.95
Zimbabwe,2001,11923906.0,568.3862905,Sub-Saharan Africa,47.95
Zimbabwe,2002,11954293.0,530.5304463,Sub-Saharan Africa,47.95
Zimbabwe,2003,11982219.0,478.0076044,Sub-Saharan Africa,47.95
Zimbabwe,2004,12019911.0,482.9984515,Sub-Saharan Africa,48.93
Zimbabwe,2005,12076697.0,476.5554025,Sub-Saharan Africa,48.93
Zimbabwe,2006,12155496.0,447.8547399,Sub-Saharan Africa,45.92
Zimbabwe,2007,12255920.0,431.7872587,Sub-Saharan Africa,50.28
Zimbabwe,2008,12379553.0,356.6932344,Sub-Saharan Africa,49.17
Zimbabwe,2009,12526964.0,771.5990323,Sub-Saharan Africa,53.33
Zimbabwe,2010,12697728.0,948.331481,Sub-Saharan Africa,53.73
